CAR_ID,DefectID,SupplierID,OpenDate,DueDate,CloseDate,Status,OwnerID,ActionDescription,VerificationStatus
CAR001176,DFT005759,SUP046,2026-01-18,2026-02-17,2026-02-02,Closed,EMP0127,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001177,DFT005769,SUP068,2024-12-15,2025-01-29,2024-12-24,Closed,EMP0060,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001178,DFT005776,SUP023,2024-12-14,2024-12-28,2024-12-27,Closed,EMP0188,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001179,DFT005784,SUP012,2026-03-15,2026-04-14,,In Progress,EMP0175,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001180,DFT005786,SUP016,2025-03-15,2025-03-29,2025-03-22,Closed,EMP0060,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001181,DFT005788,SUP065,2024-08-02,2024-10-01,,In Progress,EMP0041,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001182,DFT005798,SUP069,2025-08-09,2025-09-08,2025-09-07,Closed,EMP0144,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001183,DFT005801,SUP068,2024-12-15,2024-12-29,2024-12-29,Closed,EMP0061,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001184,DFT005805,SUP051,2026-03-22,2026-05-21,2026-05-19,Closed,EMP0091,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001185,DFT005806,SUP074,2026-04-08,2026-05-23,,In Progress,EMP0193,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001186,DFT005807,SUP016,2025-07-11,2025-09-09,,Overdue,EMP0126,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001187,DFT005811,SUP082,2026-07-31,2026-08-30,,Open,EMP0061,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001188,DFT005814,SUP031,2026-05-25,2026-07-09,2026-06-11,Closed,EMP0092,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001189,DFT005815,SUP048,2026-02-11,2026-03-28,,Overdue,EMP0115,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001190,DFT005828,SUP016,2025-05-08,2025-06-07,,Overdue,EMP0055,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001191,DFT005834,SUP077,2025-03-20,2025-05-19,,In Progress,EMP0028,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001192,DFT005835,SUP005,2026-05-29,2026-06-28,2026-06-16,Closed,EMP0100,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001193,DFT005843,SUP030,2024-07-29,2024-09-12,2024-08-05,Closed,EMP0027,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001194,DFT005848,SUP054,2026-07-15,2026-08-29,2026-07-25,Closed,EMP0060,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001195,DFT005854,SUP069,2026-02-13,2026-03-30,,In Progress,EMP0199,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001196,DFT005857,SUP086,2025-08-03,2025-09-17,,In Progress,EMP0029,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001197,DFT005863,SUP043,2025-12-22,2026-02-05,,Open,EMP0014,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001198,DFT005866,SUP020,2026-04-08,2026-05-23,,Open,EMP0061,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001199,DFT005872,SUP089,2026-03-25,2026-04-24,,Open,EMP0175,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001200,DFT005876,SUP003,2025-10-02,2025-11-01,,Open,EMP0020,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001201,DFT005886,SUP089,2024-09-08,2024-10-08,2024-10-07,Closed,EMP0103,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR001202,DFT005891,SUP068,2025-01-29,2025-03-30,,In Progress,EMP0001,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001203,DFT005892,SUP028,2026-02-13,2026-04-14,,Open,EMP0165,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001204,DFT005901,SUP090,2025-04-29,2025-06-28,2025-06-11,Closed,EMP0130,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001205,DFT005904,SUP032,2025-11-26,2026-01-25,2025-12-07,Closed,EMP0165,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001206,DFT005909,SUP063,2026-05-02,2026-05-16,,Open,EMP0006,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001207,DFT005910,SUP066,2025-12-23,2026-02-06,2026-01-10,Closed,EMP0054,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001208,DFT005912,SUP001,2024-08-12,2024-09-11,,Open,EMP0113,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001209,DFT005913,SUP001,2024-08-12,2024-09-26,,Open,EMP0165,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001210,DFT005931,SUP065,2024-07-24,2024-08-23,,Open,EMP0020,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001211,DFT005936,SUP034,2026-06-30,2026-07-30,2026-07-29,Closed,EMP0103,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001212,DFT005939,SUP023,2026-05-01,2026-06-15,2026-05-18,Closed,EMP0160,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001213,DFT005944,SUP030,2025-12-18,2026-01-01,2025-12-31,Closed,EMP0081,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001214,DFT005950,SUP008,2025-02-01,2025-02-15,,In Progress,EMP0195,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001215,DFT005955,SUP044,2026-03-11,2026-04-25,,Overdue,EMP0089,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001216,DFT005959,SUP057,2025-10-18,2025-11-17,,Open,EMP0110,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001217,DFT005969,SUP086,2026-01-21,2026-02-04,,Open,EMP0003,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001218,DFT005970,SUP005,2025-01-28,2025-03-29,,Open,EMP0051,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001219,DFT005972,SUP014,2024-10-14,2024-10-28,2024-10-27,Closed,EMP0142,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001220,DFT005973,SUP007,2026-07-13,2026-08-12,,Overdue,EMP0020,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001221,DFT005974,SUP097,2026-06-25,2026-08-09,2026-07-15,Closed,EMP0006,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001222,DFT005978,SUP036,2024-12-11,2025-01-10,,Open,EMP0044,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001223,DFT005981,SUP023,2025-07-17,2025-08-31,,Open,EMP0042,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001224,DFT005984,SUP059,2026-03-07,2026-05-06,,Open,EMP0009,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001225,DFT005987,SUP033,2025-08-13,2025-08-27,2025-08-27,Closed,EMP0042,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR001226,DFT006010,SUP024,2025-06-20,2025-07-20,2025-07-15,Closed,EMP0022,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001227,DFT006018,SUP011,2025-11-26,2026-01-25,,Overdue,EMP0195,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001228,DFT006030,SUP019,2025-10-17,2025-12-01,2025-10-23,Closed,EMP0180,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001229,DFT006036,SUP081,2024-09-16,2024-10-16,2024-10-09,Closed,EMP0116,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001230,DFT006041,SUP073,2024-12-08,2025-02-06,2024-12-28,Closed,EMP0009,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001231,DFT006042,SUP015,2025-03-09,2025-04-23,,In Progress,EMP0017,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001232,DFT006069,SUP011,2024-08-31,2024-09-30,,In Progress,EMP0195,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001233,DFT006078,SUP033,2025-09-04,2025-09-18,,In Progress,EMP0123,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001234,DFT006080,SUP029,2026-04-18,2026-05-18,2026-05-04,Closed,EMP0100,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001235,DFT006085,SUP053,2026-03-20,2026-04-19,,In Progress,EMP0040,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001236,DFT006089,SUP042,2025-08-29,2025-10-13,,Overdue,EMP0072,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001237,DFT006099,SUP070,2024-08-09,2024-09-23,2024-08-27,Closed,EMP0003,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR001238,DFT006104,SUP054,2024-07-22,2024-08-05,,In Progress,EMP0130,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001239,DFT006111,SUP020,2026-04-17,2026-06-16,,In Progress,EMP0007,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001240,DFT006112,SUP020,2026-04-17,2026-06-16,,In Progress,EMP0044,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001241,DFT006113,SUP034,2026-06-01,2026-07-16,,In Progress,EMP0143,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001242,DFT006117,SUP061,2025-11-11,2025-12-26,2025-12-11,Closed,EMP0029,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001243,DFT006121,SUP016,2026-06-07,2026-06-21,,Open,EMP0058,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001244,DFT006131,SUP001,2026-02-14,2026-03-31,2026-03-26,Closed,EMP0046,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001245,DFT006139,SUP067,2025-04-28,2025-05-28,2025-05-13,Closed,EMP0041,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001246,DFT006146,SUP029,2025-10-30,2025-11-29,2025-11-11,Closed,EMP0198,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001247,DFT006150,SUP083,2025-08-19,2025-10-18,,In Progress,EMP0006,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001248,DFT006154,SUP011,2026-01-27,2026-02-10,,In Progress,EMP0077,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001249,DFT006155,SUP091,2025-02-10,2025-03-12,,Open,EMP0001,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001250,DFT006157,SUP001,2024-11-23,2025-01-07,,In Progress,EMP0102,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001251,DFT006162,SUP033,2026-01-31,2026-04-01,,Open,EMP0170,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001252,DFT006166,SUP069,2026-07-07,2026-08-06,,In Progress,EMP0029,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001253,DFT006172,SUP091,2026-06-26,2026-07-26,,In Progress,EMP0029,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001254,DFT006173,SUP094,2025-06-05,2025-07-20,,In Progress,EMP0163,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001255,DFT006186,SUP008,2024-11-28,2024-12-12,,In Progress,EMP0022,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001256,DFT006187,SUP008,2024-11-28,2025-01-27,,In Progress,EMP0112,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001257,DFT006192,SUP090,2024-08-20,2024-09-19,2024-09-06,Closed,EMP0193,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001258,DFT006197,SUP059,2026-04-20,2026-06-04,,Open,EMP0169,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001259,DFT006199,SUP045,2024-12-15,2025-02-13,2025-02-03,Closed,EMP0028,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001260,DFT006201,SUP044,2025-01-18,2025-02-17,,In Progress,EMP0183,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001261,DFT006202,SUP040,2024-11-09,2024-12-24,2024-12-21,Closed,EMP0111,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001262,DFT006206,SUP060,2026-04-18,2026-06-17,2026-05-20,Closed,EMP0180,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001263,DFT006214,SUP052,2025-09-24,2025-10-24,,In Progress,EMP0116,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001264,DFT006216,SUP078,2026-07-19,2026-09-02,,Overdue,EMP0143,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001265,DFT006221,SUP075,2026-04-26,2026-06-10,2026-05-30,Closed,EMP0079,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001266,DFT006222,SUP043,2026-04-12,2026-05-27,2026-05-22,Closed,EMP0010,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR001267,DFT006223,SUP088,2026-06-20,2026-07-20,,In Progress,EMP0102,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001268,DFT006227,SUP072,2025-01-24,2025-02-23,,Overdue,EMP0194,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001269,DFT006233,SUP073,2026-01-21,2026-03-22,,Open,EMP0072,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001270,DFT006237,SUP043,2026-02-05,2026-02-19,,Overdue,EMP0110,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001271,DFT006246,SUP045,2025-02-07,2025-03-24,,Open,EMP0174,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001272,DFT006251,SUP031,2024-08-28,2024-10-27,2024-09-23,Closed,EMP0122,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001273,DFT006253,SUP078,2025-09-29,2025-11-28,,In Progress,EMP0144,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001274,DFT006254,SUP010,2025-02-24,2025-03-10,2025-03-01,Closed,EMP0195,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001275,DFT006256,SUP048,2025-01-16,2025-01-30,,In Progress,EMP0055,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001276,DFT006257,SUP042,2026-05-22,2026-07-21,,In Progress,EMP0006,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001277,DFT006260,SUP067,2026-06-14,2026-06-28,2026-06-21,Closed,EMP0096,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR001278,DFT006262,SUP089,2026-05-31,2026-06-30,,Open,EMP0129,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001279,DFT006265,SUP017,2025-12-24,2026-02-07,,In Progress,EMP0003,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001280,DFT006268,SUP058,2025-11-10,2025-12-10,,In Progress,EMP0146,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001281,DFT006271,SUP072,2025-07-01,2025-07-15,,Open,EMP0055,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001282,DFT006272,SUP051,2025-06-27,2025-08-11,,In Progress,EMP0195,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001283,DFT006277,SUP018,2025-02-20,2025-03-06,,In Progress,EMP0115,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001284,DFT006283,SUP073,2025-09-15,2025-11-14,,Open,EMP0163,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001285,DFT006289,SUP031,2025-09-21,2025-11-20,,In Progress,EMP0107,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001286,DFT006291,SUP002,2026-06-13,2026-07-13,,Overdue,EMP0082,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001287,DFT006295,SUP024,2026-03-22,2026-05-06,,Overdue,EMP0055,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001288,DFT006297,SUP026,2025-08-07,2025-08-21,2025-08-13,Closed,EMP0066,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001289,DFT006301,SUP063,2025-01-25,2025-03-26,2025-03-20,Closed,EMP0154,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001290,DFT006304,SUP053,2026-04-23,2026-06-07,,In Progress,EMP0091,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001291,DFT006306,SUP049,2026-06-16,2026-06-30,,In Progress,EMP0160,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001292,DFT006308,SUP079,2025-07-21,2025-08-20,2025-08-15,Closed,EMP0066,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001293,DFT006312,SUP088,2025-03-04,2025-03-18,,Open,EMP0085,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001294,DFT006321,SUP024,2025-08-24,2025-10-23,,Open,EMP0103,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001295,DFT006322,SUP042,2024-10-05,2024-11-04,,In Progress,EMP0109,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001296,DFT006324,SUP031,2026-01-19,2026-02-02,2026-01-24,Closed,EMP0122,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001297,DFT006325,SUP041,2026-02-23,2026-04-24,,In Progress,EMP0142,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001298,DFT006326,SUP061,2026-03-11,2026-03-25,,In Progress,EMP0162,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001299,DFT006329,SUP056,2026-06-30,2026-08-29,2026-07-05,Closed,EMP0102,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001300,DFT006337,SUP099,2025-09-17,2025-10-01,,Open,EMP0089,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001301,DFT006339,SUP007,2026-06-15,2026-06-29,2026-06-24,Closed,EMP0054,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001302,DFT006343,SUP090,2024-08-06,2024-09-20,2024-09-18,Closed,EMP0174,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001303,DFT006345,SUP045,2025-12-15,2026-01-29,2025-12-31,Closed,EMP0113,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001304,DFT006356,SUP008,2026-04-09,2026-05-09,,Open,EMP0085,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001305,DFT006362,SUP016,2025-12-23,2026-02-06,,Overdue,EMP0115,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001306,DFT006367,SUP010,2026-03-05,2026-04-19,2026-04-19,Closed,EMP0010,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR001307,DFT006375,SUP030,2025-11-28,2026-01-27,,Open,EMP0110,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001308,DFT006378,SUP076,2024-10-17,2024-10-31,2024-10-23,Closed,EMP0100,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001309,DFT006379,SUP053,2025-02-07,2025-02-21,,Overdue,EMP0154,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001310,DFT006381,SUP085,2025-02-28,2025-03-30,,Overdue,EMP0055,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001311,DFT006382,SUP012,2024-10-30,2024-11-29,,In Progress,EMP0046,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001312,DFT006384,SUP013,2026-03-15,2026-04-14,,Open,EMP0194,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001313,DFT006387,SUP076,2024-08-30,2024-10-29,,In Progress,EMP0076,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001314,DFT006394,SUP027,2025-10-19,2025-11-02,,In Progress,EMP0157,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001315,DFT006402,SUP006,2025-09-28,2025-10-12,2025-10-05,Closed,EMP0109,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001316,DFT006408,SUP040,2025-06-22,2025-07-06,,In Progress,EMP0117,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001317,DFT006412,SUP043,2025-03-21,2025-04-04,2025-04-04,Closed,EMP0022,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001318,DFT006413,SUP067,2026-01-14,2026-01-28,,In Progress,EMP0178,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001319,DFT006416,SUP030,2025-04-06,2025-04-20,,Open,EMP0113,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001320,DFT006419,SUP098,2025-03-02,2025-04-01,2025-03-23,Closed,EMP0042,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001321,DFT006420,SUP019,2025-03-14,2025-05-13,,Open,EMP0122,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001322,DFT006425,SUP042,2025-10-26,2025-12-25,,In Progress,EMP0162,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001323,DFT006430,SUP042,2024-10-03,2024-11-17,,Open,EMP0006,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001324,DFT006438,SUP034,2026-05-20,2026-06-19,2026-06-15,Closed,EMP0115,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001325,DFT006448,SUP020,2025-11-15,2026-01-14,,In Progress,EMP0172,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001326,DFT006449,SUP035,2025-03-24,2025-05-08,2025-04-24,Closed,EMP0020,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001327,DFT006452,SUP050,2026-06-19,2026-08-18,,Open,EMP0081,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001328,DFT006455,SUP078,2024-08-25,2024-10-24,,In Progress,EMP0089,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001329,DFT006456,SUP078,2024-08-25,2024-10-09,,Open,EMP0098,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001330,DFT006466,SUP011,2026-07-06,2026-08-05,2026-07-31,Closed,EMP0100,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001331,DFT006482,SUP013,2025-03-08,2025-04-07,2025-04-03,Closed,EMP0078,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001332,DFT006493,SUP050,2026-05-29,2026-06-12,,In Progress,EMP0136,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001333,DFT006494,SUP008,2025-01-13,2025-02-27,2025-02-21,Closed,EMP0077,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001334,DFT006495,SUP051,2025-12-26,2026-02-24,,In Progress,EMP0090,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001335,DFT006499,SUP061,2024-12-05,2024-12-19,2024-12-12,Closed,EMP0115,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR001336,DFT006506,SUP038,2024-12-05,2024-12-19,,In Progress,EMP0076,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001337,DFT006509,SUP012,2025-08-25,2025-09-24,,Open,EMP0051,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001338,DFT006516,SUP088,2024-08-25,2024-10-09,,Open,EMP0055,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001339,DFT006522,SUP094,2025-05-18,2025-06-17,,In Progress,EMP0199,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001340,DFT006525,SUP041,2025-11-13,2025-12-13,,Open,EMP0060,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001341,DFT006534,SUP078,2026-01-11,2026-02-25,,In Progress,EMP0117,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001342,DFT006535,SUP010,2026-02-02,2026-02-16,2026-02-09,Closed,EMP0040,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001343,DFT006537,SUP092,2026-04-10,2026-05-10,2026-04-25,Closed,EMP0045,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001344,DFT006543,SUP092,2025-09-22,2025-10-22,,Open,EMP0016,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001345,DFT006546,SUP014,2026-03-10,2026-04-09,2026-03-17,Closed,EMP0081,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR001346,DFT006560,SUP076,2024-09-20,2024-10-20,,Open,EMP0187,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR001347,DFT006565,SUP028,2025-05-28,2025-06-11,,In Progress,EMP0061,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
